coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain,snow
"{'lon': 115.17, 'lat': 52.7}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 269.09, 'pressure': 1007, 'humidity': 97, 'temp_min': 269.09, 'temp_max': 269.09, 'sea_level': 1007, 'grnd_level': 905}",,"{'speed': 0.93, 'deg': 219}",{'all': 100},1572095326.0,"{'country': 'RU', 'sunrise': 1572044612, 'sunset': 1572080575}",32400.0,2013459.0,Verkh-Usugli,200,,,{'3h': 0.13}
"{'lon': -70.25, 'lat': 43.66}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 281.24, 'pressure': 1024, 'humidity': 87, 'temp_min': 279.26, 'temp_max': 282.59}",16093.0,"{'speed': 2.1, 'deg': 320}",{'all': 1},1572095093.0,"{'type': 1, 'id': 3789, 'country': 'US', 'sunrise': 1572088112, 'sunset': 1572126071}",-14400.0,4975802.0,Portland,200,,{'1h': 0.25},
"{'lon': -68.59, 'lat': 70.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 272.15, 'pressure': 1012, 'humidity': 92, 'temp_min': 272.15, 'temp_max': 272.15}",14484.0,"{'speed': 7.7, 'deg': 320}",{'all': 90},1572095326.0,"{'type': 1, 'id': 776, 'country': 'CA', 'sunrise': 1572093530, 'sunset': 1572119856}",-14400.0,5924351.0,Clyde River,200,,,
"{'lon': 46.32, 'lat': -15.72}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 305.15, 'pressure': 1010, 'humidity': 59, 'temp_min': 305.15, 'temp_max': 305.15}",10000.0,"{'speed': 7.2, 'deg': 310}",{'all': 20},1572095326.0,"{'type': 1, 'id': 2143, 'country': 'MG', 'sunrise': 1572056460, 'sunset': 1572101773}",10800.0,1062663.0,Mahajanga,200,,,
"{'lon': -147.72, 'lat': 64.84}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 268.99, 'pressure': 1031, 'humidity': 86, 'temp_min': 267.15, 'temp_max': 270.37}",16093.0,"{'speed': 3.1, 'deg': 60}",{'all': 1},1572095102.0,"{'type': 1, 'id': 7684, 'country': 'US', 'sunrise': 1572110292, 'sunset': 1572141074}",-28800.0,5861897.0,Fairbanks,200,,,{}
"{'lon': -24.5, 'lat': 14.9}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 299.33, 'pressure': 1015, 'humidity': 83, 'temp_min': 299.33, 'temp_max': 299.33, 'sea_level': 1015, 'grnd_level': 996}",,"{'speed': 2.48, 'deg': 328}",{'all': 33},1572095327.0,"{'country': 'CV', 'sunrise': 1572075103, 'sunset': 1572117121}",-3600.0,3374210.0,Sao Filipe,200,,,
,,,,,,,,,,,,404,city not found,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 5.47, 'lat': 10.4}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 299.09, 'pressure': 1011, 'humidity': 75, 'temp_min': 299.09, 'temp_max': 299.09, 'sea_level': 1011, 'grnd_level': 971}",,"{'speed': 2.12, 'deg': 168}",{'all': 70},1572095283.0,"{'country': 'NG', 'sunrise': 1572067664, 'sunset': 1572110175}",3600.0,2334008.0,Kontagora,200,,,
"{'lon': -77.04, 'lat': -12.06}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 289.15, 'pressure': 1014, 'humidity': 87, 'temp_min': 289.15, 'temp_max': 289.15}",10000.0,"{'speed': 4.1, 'deg': 170}",{'all': 90},1572095327.0,"{'type': 1, 'id': 8682, 'country': 'PE', 'sunrise': 1572086265, 'sunset': 1572131177}",-18000.0,3936456.0,Lima,200,,,
,,,,,,,,,,,,404,city not found,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -117.13, 'lat': 58.52}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 266.15, 'pressure': 1030, 'humidity': 79, 'temp_min': 266.15, 'temp_max': 266.15}",14484.0,"{'speed': 4.6, 'deg': 350}",{'all': 20},1572095328.0,"{'type': 1, 'id': 867, 'country': 'CA', 'sunrise': 1572101399, 'sunset': 1572135285}",-21600.0,5975004.0,High Level,200,,,
"{'lon': 40.86, 'lat': 61.09}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 280.63, 'pressure': 998, 'humidity': 60, 'temp_min': 280.63, 'temp_max': 280.63, 'sea_level': 998, 'grnd_level': 977}",,"{'speed': 6.83, 'deg': 255}",{'all': 54},1572095328.0,"{'country': 'RU', 'sunrise': 1572063953, 'sunset': 1572096901}",10800.0,507899.0,Podyuga,200,,{'3h': 0.19},
"{'lon': 38.15, 'lat': 56.12}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 286.07, 'pressure': 1012, 'humidity': 62, 'temp_min': 285.93, 'temp_max': 286.15}",10000.0,"{'speed': 8, 'deg': 240}",{'all': 100},1572095328.0,"{'type': 1, 'id': 9027, 'country': 'RU', 'sunrise': 1572063642, 'sunset': 1572098513}",10800.0,542463.0,Krasnoarmeysk,200,,,
"{'lon': 69.92, 'lat': 60.06}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",model,"{'temp': 274.4, 'pressure': 1004, 'humidity': 97, 'temp_min': 274.4, 'temp_max': 274.4, 'sea_level': 1004, 'grnd_level': 995}",,"{'speed': 5.32, 'deg': 191}",{'all': 100},1572095328.0,"{'country': 'RU', 'sunrise': 1572056741, 'sunset': 1572090165}",18000.0,1506268.0,Gornopravdinsk,200,,,{'3h': 2.75}
"{'lon': -12.83, 'lat': 10.08}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 305.17, 'pressure': 1013, 'humidity': 50, 'temp_min': 305.17, 'temp_max': 305.17, 'sea_level': 1013, 'grnd_level': 963}",,"{'speed': 1.21, 'deg': 80}",{'all': 15},1572095328.0,"{'country': 'GN', 'sunrise': 1572072040, 'sunset': 1572114583}",0.0,2419533.0,Galle,200,,,
"{'lon': 115.24, 'lat': 5.28}","[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",stations,"{'temp': 298.15, 'pressure': 1008, 'humidity': 88, 'temp_min': 297.15, 'temp_max': 299.15}",5000.0,"{'speed': 2.1, 'deg': 120}",{'all': 75},1572095328.0,"{'type': 1, 'id': 9372, 'country': 'BN', 'sunrise': 1572041048, 'sunset': 1572084106}",28800.0,1733782.0,Victoria,200,,,
"{'lon': 143.24, 'lat': 59.36}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 271.56, 'pressure': 1011, 'humidity': 90, 'temp_min': 271.56, 'temp_max': 271.56, 'sea_level': 1011, 'grnd_level': 1006}",,"{'speed': 5.92, 'deg': 333}",{'all': 100},1572095329.0,"{'country': 'RU', 'sunrise': 1572038970, 'sunset': 1572072745}",36000.0,2122605.0,Okhotsk,200,,,{'3h': 0.12}
,,,,,,,,,,,,404,city not found,,
"{'lon': 139.16, 'lat': -34.85}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 285.66, 'pressure': 1019, 'humidity': 62, 'temp_min': 283.71, 'temp_max': 287.15}",10000.0,"{'speed': 5.7, 'deg': 230}",{'all': 20},1572095329.0,"{'type': 1, 'id': 9566, 'country': 'AU', 'sunrise': 1572032905, 'sunset': 1572080768}",37800.0,2067070.0,Palmer,200,,,
"{'lon': -135.01, 'lat': 68.22}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 263.15, 'pressure': 1028, 'humidity': 92, 'temp_min': 263.15, 'temp_max': 263.15}",24140.0,{'speed': 1},{'all': 75},1572095282.0,"{'type': 1, 'id': 796, 'country': 'CA', 'sunrise': 1572108447, 'sunset': 1572136819}",-21600.0,5882953.0,Aklavik,200,,,
"{'lon': 140.78, 'lat': -37.83}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 283.15, 'pressure': 1016, 'humidity': 81, 'temp_min': 283.15, 'temp_max': 283.15}",10000.0,"{'speed': 4.1, 'deg': 280}",{'all': 75},1572095329.0,"{'type': 1, 'id': 9560, 'country': 'AU', 'sunrise': 1572032264, 'sunset': 1572080631}",37800.0,2156643.0,Mount Gambier,200,,,
"{'lon': 37.89, 'lat': 51.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 288.11, 'pressure': 1021, 'humidity': 57, 'temp_min': 288.11, 'temp_max': 288.11, 'sea_level': 1021, 'grnd_level': 1000}",,"{'speed': 3.12, 'deg': 236}",{'all': 6},1572095329.0,"{'country': 'RU', 'sunrise': 1572062974, 'sunset': 1572099305}",10800.0,487928.0,Novikovo,200,,,
"{'lon': -79.87, 'lat': 43.26}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 275.6, 'pressure': 1024, 'humidity': 86, 'temp_min': 272.04, 'temp_max': 278.71}",24140.0,"{'speed': 1.74, 'deg': 31}",{'all': 75},1572094520.0,"{'type': 1, 'id': 818, 'country': 'CA', 'sunrise': 1572090384, 'sunset': 1572128416}",-14400.0,5969785.0,Hamilton,200,,,
"{'lon': 29.09, 'lat': 70.86}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 273.15, 'pressure': 1003, 'humidity': 68, 'temp_min': 273.15, 'temp_max': 273.15, 'sea_level': 1003, 'grnd_level': 1002}",,"{'speed': 6.29, 'deg': 46}",{'all': 100},1572095329.0,"{'country': 'NO', 'sunrise': 1572070222, 'sunset': 1572096281}",7200.0,780687.0,Berlevag,200,,,{'3h': 0.38}
"{'lon': 22.13, 'lat': -30.97}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 296.03, 'pressure': 1010, 'humidity': 15, 'temp_min': 296.03, 'temp_max': 296.03, 'sea_level': 1010, 'grnd_level': 867}",,"{'speed': 7.48, 'deg': 306}",{'all': 0},1572095330.0,"{'country': 'ZA', 'sunrise': 1572061274, 'sunset': 1572108570}",7200.0,1014034.0,Carnarvon,200,,,
"{'lon': 4.24, 'lat': 48.95}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 292.41, 'pressure': 1017, 'humidity': 72, 'temp_min': 291.15, 'temp_max': 293.15}",10000.0,"{'speed': 6.2, 'deg': 200}",{'all': 97},1572095330.0,"{'type': 1, 'id': 6535, 'country': 'FR', 'sunrise': 1572070786, 'sunset': 1572107644}",7200.0,2995603.0,Saint-Pierre,200,,,
"{'lon': 132.03, 'lat': 47.24}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 274.73, 'pressure': 1014, 'humidity': 60, 'temp_min': 274.73, 'temp_max': 274.73, 'sea_level': 1014, 'grnd_level': 1006}",,"{'speed': 2.95, 'deg': 302}",{'all': 2},1572095330.0,"{'country': 'CN', 'sunrise': 1572039889, 'sunset': 1572077206}",28800.0,2037375.0,Fujin,200,,,
"{'lon': 150.86, 'lat': -34.67}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.34, 'pressure': 1011, 'humidity': 25, 'temp_min': 289.26, 'temp_max': 292.04}",10000.0,"{'speed': 5.1, 'deg': 250}",{'all': 0},1572095330.0,"{'type': 1, 'id': 9594, 'country': 'AU', 'sunrise': 1572116447, 'sunset': 1572164398}",39600.0,2161515.0,Kiama,200,,,
"{'lon': -124.16, 'lat': 40.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 283.85, 'pressure': 1018, 'humidity': 93, 'temp_min': 279.82, 'temp_max': 285.15}",9656.0,"{'speed': 2.1, 'deg': 95}",{'all': 90},1572095189.0,"{'type': 1, 'id': 4127, 'country': 'US', 'sunrise': 1572100794, 'sunset': 1572139264}",-25200.0,5563397.0,Eureka,200,,,
"{'lon': -44.87, 'lat': -1.82}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 302.77, 'pressure': 1013, 'humidity': 60, 'temp_min': 302.77, 'temp_max': 302.77, 'sea_level': 1013, 'grnd_level': 1009}",,"{'speed': 3.15, 'deg': 79}",{'all': 17},1572095330.0,"{'country': 'BR', 'sunrise': 1572079101, 'sunset': 1572122901}",-10800.0,3401148.0,Cururupu,200,,,
"{'lon': 133.88, 'lat': -23.7}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 297.15, 'pressure': 1017, 'humidity': 19, 'temp_min': 297.15, 'temp_max': 297.15}",10000.0,"{'speed': 4.1, 'deg': 130}",{'all': 73},1572095330.0,"{'type': 1, 'id': 9483, 'country': 'AU', 'sunrise': 1572034971, 'sunset': 1572081236}",34200.0,2077895.0,Alice Springs,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 44.24, 'lat': 65.85}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",model,"{'temp': 271.32, 'pressure': 983, 'humidity': 95, 'temp_min': 271.32, 'temp_max': 271.32, 'sea_level': 983, 'grnd_level': 980}",,"{'speed': 6.94, 'deg': 36}",{'all': 100},1572095331.0,"{'country': 'RU', 'sunrise': 1572064434, 'sunset': 1572094797}",10800.0,527321.0,Mezen,200,,,{'3h': 2.69}
"{'lon': 127.67, 'lat': 26.12}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 295.37, 'pressure': 1017, 'humidity': 64, 'temp_min': 294.15, 'temp_max': 297.15}",10000.0,"{'speed': 3.1, 'deg': 30}",{'all': 20},1572095331.0,"{'type': 1, 'id': 8137, 'country': 'JP', 'sunrise': 1572039229, 'sunset': 1572079959}",32400.0,1861280.0,Itoman,200,,,
"{'lon': -97.86, 'lat': 55.74}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",stations,"{'temp': 274.15, 'pressure': 1000, 'humidity': 96, 'temp_min': 274.15, 'temp_max': 274.15}",24140.0,"{'speed': 5.7, 'deg': 40}",{'all': 90},1572095331.0,"{'type': 1, 'id': 935, 'country': 'CA', 'sunrise': 1572096269, 'sunset': 1572131166}",-18000.0,6165406.0,Thompson,200,,,
"{'lon': -1.75, 'lat': 4.89}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 301.78, 'pressure': 1011, 'humidity': 75, 'temp_min': 301.78, 'temp_max': 301.78, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 5.05, 'deg': 218}",{'all': 99},1572095331.0,"{'country': 'GH', 'sunrise': 1572069105, 'sunset': 1572112200}",0.0,2294915.0,Takoradi,200,,{'3h': 0.31},
"{'lon': 29.66, 'lat': -8.47}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 305.58, 'pressure': 1006, 'humidity': 28, 'temp_min': 305.58, 'temp_max': 305.58, 'sea_level': 1006, 'grnd_level': 881}",,"{'speed': 3.48, 'deg': 116}",{'all': 6},1572095331.0,"{'country': 'ZM', 'sunrise': 1572060861, 'sunset': 1572105368}",7200.0,176758.0,Kaputa,200,,,
"{'lon': -112.64, 'lat': 45.22}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 271.59, 'pressure': 1013, 'humidity': 100, 'temp_min': 269.82, 'temp_max': 274.82}",12874.0,"{'speed': 10.8, 'deg': 40, 'gust': 14.9}",{'all': 90},1572095331.0,"{'type': 1, 'id': 3821, 'country': 'US', 'sunrise': 1572098453, 'sunset': 1572136076}",-21600.0,5648657.0,Dillon,200,,,{}
"{'lon': -104.67, 'lat': 23.99}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 278.15, 'pressure': 1024, 'humidity': 65, 'temp_min': 276.15, 'temp_max': 279.82}",16093.0,"{'speed': 0.12, 'deg': 323}",{'all': 5},1572095332.0,"{'type': 1, 'id': 7113, 'country': 'MX', 'sunrise': 1572094880, 'sunset': 1572135824}",-18000.0,4011743.0,Constitucion,200,,,
"{'lon': 134.54, 'lat': 60.42}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 263.55, 'pressure': 1015, 'humidity': 94, 'temp_min': 263.55, 'temp_max': 263.55, 'sea_level': 1015, 'grnd_level': 986}",,"{'speed': 0.7, 'deg': 65}",{'all': 99},1572095332.0,"{'country': 'RU', 'sunrise': 1572041281, 'sunset': 1572074609}",32400.0,2013918.0,Ust-Maya,200,,,
"{'lon': -119.43, 'lat': 55.21}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 272.15, 'pressure': 1027, 'humidity': 86, 'temp_min': 272.15, 'temp_max': 272.15}",40233.0,"{'speed': 4.6, 'deg': 300}",{'all': 75},1572095332.0,"{'type': 1, 'id': 900, 'country': 'CA', 'sunrise': 1572101367, 'sunset': 1572136421}",-21600.0,5896969.0,Beaverlodge,200,,,
"{'lon': 78.62, 'lat': 30.78}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 269.9, 'pressure': 1018, 'humidity': 92, 'temp_min': 269.9, 'temp_max': 269.9, 'sea_level': 1018, 'grnd_level': 633}",,"{'speed': 1.1, 'deg': 289}",{'all': 27},1572095332.0,"{'country': 'IN', 'sunrise': 1572051312, 'sunset': 1572091418}",19800.0,1253628.0,Lata,200,,,
"{'lon': 138.24, 'lat': 37.15}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 288.75, 'pressure': 1012, 'humidity': 100, 'temp_min': 287.59, 'temp_max': 289.82}",,"{'speed': 1.12, 'deg': 204}",{'all': 86},1572095332.0,"{'type': 3, 'id': 19237, 'country': 'JP', 'sunrise': 1572037463, 'sunset': 1572076652}",32400.0,6825489.0,Joetsu,200,,{'3h': 0.44},
"{'lon': -51.74, 'lat': 64.17}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 274.45, 'pressure': 1015, 'humidity': 69, 'temp_min': 274.15, 'temp_max': 274.82}",10000.0,"{'speed': 1, 'deg': 50}",{'all': 40},1572095332.0,"{'type': 1, 'id': 86, 'country': 'GL', 'sunrise': 1572087006, 'sunset': 1572118292}",-7200.0,3421319.0,Nuuk,200,,,
"{'lon': -88.54, 'lat': 39.12}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 282.11, 'pressure': 1013, 'humidity': 81, 'temp_min': 281.15, 'temp_max': 283.15}",6437.0,"{'speed': 1.5, 'deg': 10}",{'all': 90},1572095332.0,"{'type': 1, 'id': 2725, 'country': 'US', 'sunrise': 1572092091, 'sunset': 1572130870}",-18000.0,4237727.0,Effingham,200,,{'1h': 1.73},
"{'lon': -147.8, 'lat': 64.86}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269.19, 'pressure': 1031, 'humidity': 86, 'temp_min': 267.15, 'temp_max': 270.37}",16093.0,"{'speed': 3.1, 'deg': 60}",{'all': 1},1572095333.0,"{'type': 1, 'id': 7684, 'country': 'US', 'sunrise': 1572110317, 'sunset': 1572141087}",-28800.0,5859699.0,College,200,,,{}
"{'lon': 122.97, 'lat': 39.7}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 283.71, 'pressure': 1016, 'humidity': 53, 'temp_min': 283.71, 'temp_max': 283.71}",,"{'speed': 6.57, 'deg': 277}",{'all': 21},1572095333.0,"{'type': 3, 'id': 2001378, 'country': 'CN', 'sunrise': 1572041340, 'sunset': 1572080104}",28800.0,1784055.0,Zhuanghe,200,,,
"{'lon': -151.75, 'lat': -16.48}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 299.22, 'pressure': 1011, 'humidity': 77, 'temp_min': 299.22, 'temp_max': 299.22, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 7.05, 'deg': 92}",{'all': 77},1572095333.0,"{'country': 'PF', 'sunrise': 1572103935, 'sunset': 1572149365}",-36000.0,4034551.0,Faanui,200,,{'3h': 0.19},
,,,,,,,,,,,,404,city not found,,
"{'lon': 37.27, 'lat': 25.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 302.19, 'pressure': 1010, 'humidity': 21, 'temp_min': 302.19, 'temp_max': 302.19, 'sea_level': 1010, 'grnd_level': 973}",,"{'speed': 6.27, 'deg': 294}",{'all': 0},1572095333.0,"{'country': 'SA', 'sunrise': 1572060865, 'sunset': 1572101712}",10800.0,100926.0,Umm Lajj,200,,,
"{'lon': 132.26, 'lat': -14.47}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 304.15, 'pressure': 1009, 'humidity': 40, 'temp_min': 304.15, 'temp_max': 304.15}",10000.0,"{'speed': 0.5, 'deg': 130}",{'all': 68},1572095333.0,"{'type': 1, 'id': 9589, 'country': 'AU', 'sunrise': 1572035913, 'sunset': 1572081072}",34200.0,2068655.0,Katherine,200,,{'3h': 1.06},
"{'lon': -89.07, 'lat': 21.05}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 297.64, 'pressure': 1011, 'humidity': 94, 'temp_min': 297.04, 'temp_max': 298.71}",9656.0,"{'speed': 0.93, 'deg': 190}",{'all': 75},1572095333.0,"{'type': 1, 'id': 7140, 'country': 'MX', 'sunrise': 1572090956, 'sunset': 1572132260}",-18000.0,3526662.0,Teya,200,,,
"{'lon': -37.61, 'lat': -11.81}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 298.81, 'pressure': 1017, 'humidity': 71, 'temp_min': 298.81, 'temp_max': 298.81, 'sea_level': 1017, 'grnd_level': 1017}",,"{'speed': 4.39, 'deg': 93}",{'all': 97},1572095333.0,"{'country': 'BR', 'sunrise': 1572076818, 'sunset': 1572121698}",-10800.0,3465713.0,Conde,200,,,
"{'lon': -116.44, 'lat': 53.59}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 272.15, 'pressure': 1022, 'humidity': 92, 'temp_min': 272.15, 'temp_max': 272.15}",6437.0,"{'speed': 4.6, 'deg': 300}",{'all': 90},1572095072.0,"{'type': 1, 'id': 794, 'country': 'CA', 'sunrise': 1572100398, 'sunset': 1572135954}",-21600.0,5946820.0,Edson,200,,,
"{'lon': 60.65, 'lat': 25.29}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 306.75, 'pressure': 1009, 'humidity': 27, 'temp_min': 306.75, 'temp_max': 306.75, 'sea_level': 1009, 'grnd_level': 1004}",,"{'speed': 5.95, 'deg': 233}",{'all': 0},1572095335.0,"{'country': 'IR', 'sunrise': 1572055268, 'sunset': 1572096087}",12600.0,1161724.0,Chabahar,200,,,
"{'lon': -35.22, 'lat': -9.01}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 299.61, 'pressure': 1016, 'humidity': 78, 'temp_min': 299.61, 'temp_max': 299.61, 'sea_level': 1016, 'grnd_level': 1016}",,"{'speed': 6.56, 'deg': 116}",{'all': 82},1572095335.0,"{'country': 'BR', 'sunrise': 1572076400, 'sunset': 1572120970}",-10800.0,3395458.0,Maragogi,200,,{'3h': 0.19},
,,,,,,,,,,,,404,city not found,,
"{'lon': 139.49, 'lat': -20.73}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 305.15, 'pressure': 1012, 'humidity': 39, 'temp_min': 305.15, 'temp_max': 305.15}",10000.0,"{'speed': 8.2, 'deg': 170}",{'all': 85},1572095335.0,"{'type': 1, 'id': 9495, 'country': 'AU', 'sunrise': 1572033811, 'sunset': 1572079703}",36000.0,2065594.0,Mount Isa,200,,,
"{'lon': 82.42, 'lat': 27.32}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 297.41, 'pressure': 1011, 'humidity': 65, 'temp_min': 297.41, 'temp_max': 297.41, 'sea_level': 1011, 'grnd_level': 997}",,"{'speed': 1.21, 'deg': 266}",{'all': 42},1572095335.0,"{'country': 'IN', 'sunrise': 1572050170, 'sunset': 1572090737}",19800.0,1253638.0,Utraula,200,,,
"{'lon': 146.98, 'lat': -6.72}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 291.86, 'pressure': 1012, 'humidity': 94, 'temp_min': 291.86, 'temp_max': 291.86, 'sea_level': 1012, 'grnd_level': 893}",,"{'speed': 1.68, 'deg': 50}",{'all': 100},1572095335.0,"{'country': 'PG', 'sunrise': 1572032804, 'sunset': 1572077116}",36000.0,2092740.0,Lae,200,,{'3h': 5.56},
